term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
opposition,4,10,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'NNS'}",NN,0,17.954679322829374,opposit,opposit,opposit,3,5.984893107609792,0.0005216290981573572,1,0,0,0,0,1,0,0,0,0,-1
oppress,1,7,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,oppress,oppress,oppress,1,7.569855608330948,0.0001562405698313921,1,0,1,1,0,1,0,1,0,0,-1
oppression,2,10,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,oppress,oppress,oppress,2,6.569855608330948,0.0003210991240641825,1,0,1,1,0,1,0,1,0,0,-1
oppressive,2,10,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,oppress,oppress,oppress,2,6.569855608330948,0.00025854556034859185,1,0,1,1,0,1,0,1,0,0,-1
optimism,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,optim,optim,optim,1,7.569855608330948,0.0001138324151628714,0,1,0,0,1,0,1,0,1,1,1
oracle,12,6,1.1017068192897846e-05,16.4699001222438,NNP,1,{'NNP'},NN,0,17.954679322829374,oracl,oracl,orac,3,5.984893107609792,0.0012894702947042471,0,1,0,0,0,0,1,0,0,1,1
orchestra,5,9,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,13.139711216661896,orchestra,orchestra,orchestr,2,6.569855608330948,0.00036789319867919516,1,0,0,0,1,0,1,1,0,1,1
ordeal,4,6,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,ordeal,ordeal,ord,4,5.569855608330948,0.000302433221588129,1,0,0,0,0,1,0,0,1,0,-1
organ,5,5,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,13.139711216661896,organ,organ,org,2,6.569855608330948,0.0008918976911894563,0,1,0,0,1,0,0,0,0,0,0
organization,3,12,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,organ,organ,org,3,5.984893107609792,0.00037374680321913345,0,1,0,0,1,0,1,0,1,1,1
orphan,3,6,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,orphan,orphan,orph,3,5.984893107609792,0.0003725398355558916,0,0,0,1,0,1,0,1,0,0,-1
outburst,5,8,4.590445080374103e-06,17.732934528077596,NN,3,"{'NN', 'CD', 'JJ'}",NN,0,26.239637567217926,outburst,outburst,outburst,5,5.247927513443585,0.0004517199231585626,1,0,0,1,1,1,1,1,1,0,0
outcast,3,7,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,outcast,outcast,outcast,3,5.984893107609792,0.00039266777078418027,0,0,1,1,0,1,0,1,0,0,-1
outcry,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,outcri,outcri,outcry,2,6.569855608330948,0.0002570596892164332,1,0,0,1,0,1,0,0,1,0,-1
outhouse,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,outhous,outhous,outh,1,7.569855608330948,0.00016810694222364972,0,0,1,0,0,1,0,0,0,0,-1
outrage,14,7,1.2853246225047488e-05,16.247507700907352,NN,3,"{'NN', 'VB', 'JJ'}",NN,0,50.30240657246812,outrag,outrag,out,13,3.8694158901898557,0.0011781229321204604,1,0,1,0,0,1,0,0,0,0,-1
outstanding,17,11,1.560751327327195e-05,15.967399781714619,NNS,8,"{'NNS', 'CD', 'NN', 'POS', 'VBN', 'JJ', 'VBG', 'NNP'}",NN,0,45.214663886630156,outstand,outstand,outstand,11,4.1104239896936505,0.0013967849329514352,0,0,0,0,1,1,1,0,0,0,0
ovation,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,ovat,ovat,ov,1,7.569855608330948,8.032529295767135e-05,0,0,0,0,0,1,0,1,0,0,-1
overjoyed,1,9,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,overjoy,overjoy,overjoy,1,7.569855608330948,0.0001225887547907846,0,0,0,0,1,0,1,0,0,0,1
overload,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,overload,overload,overload,1,7.569855608330948,0.00015442381901939917,0,0,0,0,0,1,0,1,0,0,-1
overpowering,1,12,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,overpow,overpow,overpow,1,7.569855608330948,0.00019062844644499992,1,0,0,1,0,1,0,0,0,0,-1
overthrow,3,9,2.7542670482244616e-06,18.4699001222438,VB,1,{'VB'},VB,0,13.139711216661896,overthrow,overthrow,overthrow,2,6.569855608330948,0.0005291666719982878,0,1,0,1,0,1,0,0,0,0,-1
overwhelmed,6,11,5.508534096448923e-06,17.4699001222438,JJ,5,"{'NN', 'VBD', 'VBN', 'IN', 'JJ'}",JJ,0,29.90935864565875,overwhelm,overwhelm,overwhelm,6,4.984893107609792,0.0005350611275204669,0,0,0,0,0,1,0,1,0,0,-1
owing,13,5,1.1935157208972667e-05,16.354422904823867,VBG,2,"{'VBG', 'NNP'}",VB,0,45.214663886630156,owe,owe,ow,11,4.1104239896936505,0.0010874944218897597,1,1,1,1,0,1,0,1,0,1,-1
paddle,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,paddl,paddl,paddl,1,7.569855608330948,0.00010738907090836923,0,1,0,0,0,0,1,0,0,0,1
pain,230,4,0.00021116047369720874,12.209372572020582,NN,6,"{'RB', 'NN', 'VB', 'JJ', 'PDT', 'NNP'}",NN,0,97.71731109304126,pain,pain,pain,88,1.1104239896936507,0.005299844085401851,0,0,0,1,0,1,0,1,0,0,-1
pained,8,6,7.344712128598564e-06,17.054862622964958,JJ,2,"{'VBD', 'JJ'}",JJ,0,36.55884486664758,pain,pain,pain,8,4.569855608330948,0.0007925608863877538,0,0,0,1,0,1,0,1,0,0,-1
painful,50,7,4.590445080374103e-05,14.411006433190233,JJ,6,"{'NNS', 'RB', 'NN', 'VBN', 'VB', 'JJ'}",JJ,0,89.91710053774342,pain,pain,pain,40,2.2479275134435857,0.002575552837880927,1,0,1,1,0,1,0,1,0,0,-1
painfully,32,9,2.9378848514394258e-05,15.054862622964958,RB,4,"{'NN', 'NNS', 'RB', 'PDT'}",RB,0,74.60481314493624,pain,pain,pain,26,2.8694158901898557,0.0016651485493865323,0,0,0,0,0,1,0,1,0,0,-1
pang,8,4,7.344712128598564e-06,17.054862622964958,NN,1,{'NN'},NN,0,36.55884486664758,pang,pang,pang,8,4.569855608330948,0.0006152488575817875,0,0,0,0,0,1,0,0,1,0,-1
panic,77,5,7.069285423776118e-05,13.788076082270056,NN,6,"{'RB', 'NN', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,99.00703886747377,panic,panic,pan,57,1.7369655941662063,0.0025689195527311393,0,0,0,1,0,1,0,0,0,0,-1
parade,3,6,2.7542670482244616e-06,18.4699001222438,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,17.954679322829374,parad,parad,parad,3,5.984893107609792,0.00040716932303515595,0,1,0,1,1,1,1,0,1,0,0
paralyzed,7,9,6.426623112523744e-06,17.247507700907352,VBN,3,"{'VBN', 'IN', 'JJ'}",VB,0,33.33750480391341,paralyz,paralyz,paralys,7,4.762500686273344,0.0006801209646438614,1,0,0,1,0,1,0,1,1,0,-1
parasite,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,parasit,parasit,parasit,1,7.569855608330948,0.00011318564007671871,0,0,1,1,0,1,0,0,0,0,-1
parrot,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,parrot,parrot,parrot,2,6.569855608330948,0.0003615801450768065,0,0,1,0,0,1,0,0,0,0,-1
partnership,1,11,9.180890160748206e-07,20.054862622964958,IN,1,{'IN'},IN,0,7.569855608330948,partnership,partnership,partn,1,7.569855608330948,9.837369211606169e-05,0,0,0,0,0,0,1,0,0,1,1
passion,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,passion,passion,pass,1,7.569855608330948,0.00014078213889401055,0,1,0,0,1,0,1,0,0,1,1
pathetic,21,8,1.9279869337571232e-05,15.662545200186198,NN,4,"{'NN', 'VBN', 'NNP', 'JJ'}",NN,0,57.117689733295165,pathet,pathet,pathet,16,3.569855608330948,0.0014884948361490078,0,0,1,0,0,1,0,1,0,0,-1
patience,8,8,7.344712128598564e-06,17.054862622964958,NN,1,{'NN'},NN,0,36.55884486664758,patienc,patienc,paty,8,4.569855608330948,0.0006779271170808955,0,1,0,0,0,0,1,0,0,1,1
patient,6,7,5.508534096448923e-06,17.4699001222438,NN,2,"{'NN', 'JJ'}",NN,0,26.239637567217926,patient,patient,paty,5,5.247927513443585,0.0004999229060785588,0,1,0,0,0,0,1,0,0,0,1
patter,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,patter,patter,pat,1,7.569855608330948,0.0001138324151628714,1,0,0,0,0,1,0,0,0,0,-1
pawn,3,4,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,13.139711216661896,pawn,pawn,pawn,2,6.569855608330948,0.0003112807841182445,0,0,0,0,0,1,0,0,0,1,-1
pay,61,3,5.600342998056406e-05,14.124125285402071,VB,5,"{'NNS', 'CD', 'NN', 'VB', 'VBP'}",VB,0,94.7175375627056,pay,pay,pay,47,2.0152667566533107,0.002550623503355126,0,1,0,0,1,0,1,0,0,1,1
peace,19,5,1.744369130542159e-05,15.806935109521373,NN,4,"{'NN', 'IN', 'NNP', 'JJ'}",NN,0,59.200677040370344,peac,peac,peac,17,3.4823927670806083,0.0012865411445773583,0,1,0,0,1,0,1,0,0,1,1
peaceful,13,8,1.1935157208972667e-05,16.354422904823867,JJ,3,"{'NN', 'VBZ', 'JJ'}",JJ,0,50.30240657246812,peac,peac,peac,13,3.8694158901898557,0.0010016274101346619,0,1,0,0,1,0,1,0,1,1,1
penalty,16,7,1.4689424257197129e-05,16.054862622964958,NN,1,{'NN'},NN,0,29.90935864565875,penalti,penalti,penal,6,4.984893107609792,0.0015889066259169495,1,0,0,1,0,1,0,1,0,0,-1
penetration,2,11,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,penetr,penetr,penet,1,7.569855608330948,0.00023096432062031877,1,0,0,1,0,1,0,0,0,0,-1
perceive,1,8,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,perceiv,perceiv,perceiv,1,7.569855608330948,0.0001433141917518165,0,0,0,0,0,0,1,0,0,1,1
perfect,48,7,4.4068272771591385e-05,14.469900122243802,JJ,5,"{'NN', 'VBN', 'VBP', 'JJ', 'NNP'}",JJ,0,89.91710053774342,perfect,perfect,perfect,40,2.2479275134435857,0.0022037995291410524,0,1,0,0,1,0,1,0,0,1,1
perfection,2,10,1.836178032149641e-06,19.054862622964958,NNP,2,"{'NN', 'NNP'}",NN,0,13.139711216661896,perfect,perfect,perfect,2,6.569855608330948,0.0002974837611276155,0,1,0,0,1,0,1,0,1,1,1
peril,8,5,7.344712128598564e-06,17.054862622964958,NN,1,{'NN'},NN,0,33.33750480391341,peril,peril,peril,7,4.762500686273344,0.000953822276456459,0,1,0,1,0,1,0,1,0,0,-1
perish,2,6,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,perish,perish,per,2,6.569855608330948,0.00020710490550186422,0,0,0,1,0,1,0,1,0,0,-1
perished,1,8,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,perish,perish,per,1,7.569855608330948,0.00011318564007671871,0,0,0,0,0,1,0,1,0,0,-1
perpetrator,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,perpetr,perpetr,perpet,1,7.569855608330948,0.0001464755342169301,1,0,1,1,0,1,0,1,0,0,-1
persecution,2,11,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,persecut,persecut,persecut,2,6.569855608330948,0.0003231606300211976,1,0,1,1,0,1,0,1,0,0,-1
perverse,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,pervers,pervers,pervers,1,7.569855608330948,0.0001122291417098732,1,0,1,1,0,1,0,0,0,0,-1
pest,2,4,1.836178032149641e-06,19.054862622964958,NNP,1,{'NNP'},NN,0,13.139711216661896,pest,pest,pest,2,6.569855608330948,0.00022840197859731634,1,0,1,1,0,1,0,0,0,0,-1
phantom,2,7,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,phantom,phantom,phantom,2,6.569855608330948,7.540543221527845e-05,0,0,0,1,0,1,0,0,0,0,-1
phlegm,8,6,7.344712128598564e-06,17.054862622964958,NNP,1,{'NNP'},NN,0,17.954679322829374,phlegm,phlegm,phlegm,3,5.984893107609792,0.0010569641153064298,0,0,1,0,0,1,0,0,0,0,-1
picnic,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,picnic,picnic,picn,2,6.569855608330948,0.00027311975487972356,0,1,0,0,1,0,1,0,1,1,1
pig,28,3,2.5706492450094975e-05,15.247507700907354,NN,4,"{'NN', 'POS', 'NNS', 'NNP'}",NN,0,59.200677040370344,pig,pig,pig,17,3.4823927670806083,0.0025558662036241804,0,0,1,0,0,1,0,0,0,0,-1
piles,21,5,1.9279869337571232e-05,15.662545200186198,NNS,2,"{'NN', 'NNS'}",NN,0,57.117689733295165,pile,pile,pil,16,3.569855608330948,0.0014299330664528705,0,0,1,0,0,1,0,0,0,0,-1
pimple,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,pimpl,pimpl,pimpl,1,7.569855608330948,0.00015091418676895828,0,0,1,0,0,1,0,0,0,0,-1
pine,10,4,9.180890160748207e-06,16.732934528077596,NN,3,"{'NN', 'CD', 'NNP'}",NN,0,26.239637567217926,pine,pine,pin,5,5.247927513443585,0.0008143494384927219,0,0,0,0,0,1,0,1,0,0,-1
pirate,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,pirat,pirat,pir,1,7.569855608330948,0.00015091418676895828,1,0,0,0,0,1,0,0,0,0,-1
planning,58,8,5.3249162932339595e-05,14.196881627837385,VBG,5,"{'NNS', 'NN', 'VB', 'VBP', 'VBG'}",VB,0,92.85865554652062,plan,plan,plan,44,2.1104239896936505,0.002370131146728582,0,1,0,0,0,0,1,0,0,1,1
playground,6,10,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,13.139711216661896,playground,playground,playground,2,6.569855608330948,0.0006950079260672592,0,1,0,0,1,0,1,0,1,1,1
plea,6,4,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,26.239637567217926,plea,plea,ple,5,5.247927513443585,0.000611417492894723,0,1,0,1,0,1,0,1,0,0,-1
pleasant,26,8,2.3870314417945334e-05,15.354422904823865,JJ,3,"{'NN', 'VBN', 'JJ'}",JJ,0,73.14998546390558,pleasant,pleasant,pleas,25,2.925999418556223,0.0015385740400217346,0,1,0,0,1,0,1,0,1,1,1
pleased,151,7,0.0001386314414272979,12.81645788363988,JJ,8,"{'RB', 'NN', 'VBN', 'VBD', 'VBZ', 'VB', 'JJ', 'NNP'}",JJ,0,98.3488134120811,pleas,pleas,pleas,86,1.14359085362885,0.0033398377575341635,0,0,0,0,1,0,1,0,0,0,1
pleasurable,2,11,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,pleasur,pleasur,pleas,2,6.569855608330948,0.0002463837482578058,0,0,0,0,1,0,1,0,0,0,1
plight,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,plight,plight,plight,1,7.569855608330948,0.00010596102475267284,0,1,1,1,0,1,0,1,0,0,-1
plunge,3,6,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'VB'}",NN,0,17.954679322829374,plung,plung,plung,3,5.984893107609792,0.00040348947127063405,0,0,0,1,0,1,0,0,0,0,-1
pointless,20,9,1.8361780321496413e-05,15.732934528077596,NN,5,"{'RB', 'NN', 'VBP', 'JJ', 'NNP'}",NN,0,64.95855026887172,pointless,pointless,pointless,20,3.2479275134435857,0.0012830390855913278,0,0,0,0,0,1,0,1,0,0,-1
poison,38,6,3.488738261084318e-05,14.806935109521373,NN,4,"{'NN', 'VBN', 'VB', 'JJ'}",NN,0,66.72830189659594,poison,poison,poison,21,3.1775381855521876,0.0021715426247277416,1,0,1,1,0,1,0,1,0,0,-1
poisoned,13,8,1.1935157208972667e-05,16.354422904823867,VBN,5,"{'RB', 'VBD', 'VBN', 'VB', 'JJ'}",VB,0,36.55884486664758,poison,poison,poison,8,4.569855608330948,0.0012587188304711528,1,0,1,1,0,1,0,1,0,0,-1
poisoning,9,9,8.262801144673386e-06,16.884937621522646,VBG,3,"{'NN', 'VBG', 'NNP'}",VB,0,33.33750480391341,poison,poison,poison,7,4.762500686273344,0.0008452187131383328,0,0,1,0,0,1,0,0,0,0,-1
poisonous,18,9,1.6525602289346772e-05,15.884937621522646,JJ,4,"{'NN', 'NNS', 'VBZ', 'JJ'}",JJ,0,57.117689733295165,poison,poison,poison,16,3.569855608330948,0.001157549233106886,1,0,1,1,0,1,0,1,0,0,-1
poke,18,4,1.6525602289346772e-05,15.884937621522646,NN,3,"{'NN', 'VBD', 'VB'}",NN,0,57.117689733295165,poke,poke,pok,16,3.569855608330948,0.0010493774748378008,0,1,0,0,0,1,0,0,0,0,-1
police,18,6,1.6525602289346772e-05,15.884937621522646,NN,4,"{'NN', 'NNS', 'VBP', 'JJ'}",NN,0,36.55884486664758,polic,polic,pol,8,4.569855608330948,0.0015541535966425476,0,0,0,1,0,0,1,0,0,1,1
pompous,9,7,8.262801144673386e-06,16.884937621522646,JJ,2,"{'NN', 'JJ'}",JJ,0,36.55884486664758,pompou,pompous,pomp,8,4.569855608330948,0.000751793359247387,0,0,1,0,0,1,0,0,0,0,-1
pop,31,3,2.846075949831944e-05,15.100666312578083,NN,4,"{'NN', 'NNP', 'VBD', 'VB'}",NN,0,71.637434582635,pop,pop,pop,24,2.9848931076097918,0.0019203433848913318,0,0,0,0,0,1,0,0,1,0,-1
possess,24,7,2.2034136385795692e-05,15.469900122243802,VB,5,"{'NN', 'IN', 'VB', 'VBP', 'JJ'}",VB,0,54.944475190836435,possess,possess,possess,15,3.662965012722429,0.0016716824083701197,0,1,0,0,1,0,1,0,0,1,1
possessed,20,9,1.8361780321496413e-05,15.732934528077596,VBD,7,"{'RB', 'NN', 'VBD', 'VBN', 'IN', 'VB', 'JJ'}",VB,0,59.200677040370344,possess,possess,possess,17,3.4823927670806083,0.0012733473505643707,1,0,1,1,0,1,0,0,0,0,-1
possession,42,10,3.8559738675142464e-05,14.662545200186198,NN,3,"{'NN', 'IN', 'JJ'}",NN,0,71.637434582635,possess,possess,possess,24,2.9848931076097918,0.002545580095641918,1,0,1,1,0,1,0,0,0,0,-1
pound,13,5,1.1935157208972667e-05,16.354422904823867,NN,1,{'NN'},NN,0,47.8187172913175,pound,pound,pound,12,3.9848931076097918,0.0009933737515234982,1,0,0,0,0,1,0,0,0,0,-1
poverty,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,poverti,poverti,poverty,1,7.569855608330948,0.00014078213889401055,1,0,1,1,0,1,0,1,0,0,-1
powerful,121,8,0.00011108877094505328,13.135999385690363,JJ,6,"{'NNS', 'RB', 'NN', 'VB', 'JJ', 'NNP'}",JJ,0,100.57776883763002,power,power,pow,75,1.341036917835067,0.00322757504213841,1,1,1,1,1,0,1,0,0,1,1
powerfully,13,10,1.1935157208972667e-05,16.354422904823867,RB,3,"{'NN', 'NNS', 'RB'}",RB,0,45.214663886630156,power,power,pow,11,4.1104239896936505,0.0010052716219392246,0,0,0,1,0,0,1,0,0,0,1
powerless,5,9,4.590445080374103e-06,17.732934528077596,NN,2,"{'NN', 'JJ'}",NN,0,26.239637567217926,powerless,powerless,powerless,5,5.247927513443585,0.000655698521813224,1,0,1,1,0,1,0,1,0,0,-1
practiced,8,9,7.344712128598564e-06,17.054862622964958,VBD,3,"{'VBD', 'VBN', 'VBP'}",VB,0,33.33750480391341,practic,practic,pract,7,4.762500686273344,0.000709107138362589,0,0,0,0,1,0,1,0,1,1,1
practise,21,8,1.9279869337571232e-05,15.662545200186198,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,47.8187172913175,practis,practis,pract,12,3.9848931076097918,0.001359282257791938,0,1,0,0,0,0,1,0,0,0,1
praise,5,6,4.590445080374103e-06,17.732934528077596,NN,2,"{'NN', 'VB'}",NN,0,26.239637567217926,prais,prais,pra,5,5.247927513443585,0.000586394843391218,0,0,0,0,1,0,1,0,0,1,1
praised,1,7,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,prais,prais,pra,1,7.569855608330948,0.0001755125343920925,0,0,0,0,1,0,1,0,0,0,1
precious,19,8,1.744369130542159e-05,15.806935109521373,JJ,3,"{'NN', 'IN', 'JJ'}",JJ,0,61.19875092399543,preciou,precious,precy,18,3.3999306068886352,0.001277543360034665,0,1,0,0,1,0,1,0,1,0,1
predicament,3,11,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,predica,predica,predica,3,5.984893107609792,0.0002703664026263533,0,0,0,1,0,1,0,0,0,0,-1
prefer,33,6,3.029693753046908e-05,15.010468503606504,VB,3,"{'NNP', 'VBP', 'VB'}",VB,0,76.00413886652194,prefer,prefer,pref,27,2.814968106167479,0.0018713192886904613,0,0,0,0,0,0,1,0,0,1,1
pregnancy,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,pregnanc,pregnanc,pregn,1,7.569855608330948,0.00022134080726113884,0,0,1,0,0,1,0,0,0,0,-1
prejudice,3,9,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,prejudic,prejudic,prejud,3,5.984893107609792,0.00035835692885293716,1,0,0,0,0,1,0,0,0,0,-1
prejudiced,4,10,3.672356064299282e-06,18.054862622964958,VBN,3,"{'NN', 'VBN', 'JJ'}",VB,0,17.954679322829374,prejud,prejud,prejud,3,5.984893107609792,0.000576082921534206,0,0,1,1,0,1,0,0,0,0,-1
prepare,14,7,1.2853246225047488e-05,16.247507700907352,VB,3,"{'NN', 'VB', 'JJ'}",VB,0,45.214663886630156,prepar,prepar,prep,11,4.1104239896936505,0.0008850036595044425,0,1,0,0,0,0,1,0,0,0,1
prepared,54,8,4.957680686804031e-05,14.29997512080149,VBN,6,"{'NNS', 'NN', 'VBD', 'VBN', 'VB', 'JJ'}",VB,0,92.17440670604054,prepar,prepar,prep,43,2.14359085362885,0.002281239037751376,0,1,0,0,0,0,1,0,0,1,1
present,116,7,0.00010649832586467919,13.196881627837385,JJ,7,"{'NNS', 'NN', 'VBD', 'VBZ', 'VB', 'VBP', 'JJ'}",JJ,0,100.68045827218464,present,present,pres,66,1.5254614889724945,0.003431967225952578,0,1,0,0,1,0,1,0,1,1,1
president,5,9,4.590445080374103e-06,17.732934528077596,NNP,1,{'NNP'},NN,0,13.139711216661896,presid,presid,presid,2,6.569855608330948,0.0007734091322394989,0,0,0,0,0,0,1,0,0,1,1
pretending,67,10,6.151196407701298e-05,13.988773432507186,VBG,4,"{'NN', 'VBG', 'VBN', 'VB'}",VB,0,97.62256314969068,pretend,pretend,pretend,53,1.8419351537677486,0.0027187147417679107,1,0,0,0,0,1,0,0,0,0,-1
pretty,104,6,9.548125767178133e-05,13.354422904823865,RB,8,"{'RB', 'CD', 'NN', 'POS', 'VB', 'VBP', 'JJ', 'NNP'}",RB,0,100.74226660991793,pretti,pretti,pretty,73,1.3800310494509307,0.002817207821092253,0,1,0,0,1,0,1,0,0,1,1
prey,10,4,9.180890160748207e-06,16.732934528077596,NN,2,"{'NN', 'VB'}",NN,0,42.47927513443585,prey,prey,prey,10,4.247927513443585,0.0007495105418108698,0,0,0,1,0,1,0,0,0,0,-1
pride,24,5,2.2034136385795692e-05,15.469900122243802,NN,3,"{'NN', 'VBP', 'NNP'}",NN,0,68.42932777326031,pride,pride,prid,22,3.1104239896936505,0.001384364546623417,0,0,0,0,1,0,1,0,0,0,1
principal,1,9,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,princip,princip,princip,1,7.569855608330948,0.0001122291417098732,0,0,0,0,0,0,1,0,0,1,1
prison,18,6,1.6525602289346772e-05,15.884937621522646,NN,2,"{'NN', 'NNP'}",NN,0,54.944475190836435,prison,prison,prison,15,3.662965012722429,0.0013475996051644313,1,0,0,1,0,1,0,1,0,0,-1
prisoner,7,8,6.426623112523744e-06,17.247507700907352,NN,1,{'NN'},NN,0,26.239637567217926,prison,prison,prison,5,5.247927513443585,0.0009107376925259343,1,0,1,1,0,1,0,1,0,0,-1
privileged,2,10,1.836178032149641e-06,19.054862622964958,VBN,2,"{'VBN', 'JJ'}",VB,0,13.139711216661896,privileg,privileg,privileg,2,6.569855608330948,0.0002892815678934851,0,0,0,0,1,0,1,0,0,1,1
probation,10,9,9.180890160748207e-06,16.732934528077596,NN,2,"{'NN', 'NNS'}",NN,0,29.90935864565875,probat,probat,prob,6,4.984893107609792,0.0008329609898315025,0,1,0,1,0,0,0,1,0,0,0
probity,2,7,1.836178032149641e-06,19.054862622964958,NNP,1,{'NNP'},NN,0,13.139711216661896,probiti,probiti,prob,2,6.569855608330948,0.00020885678310030923,0,0,0,0,0,0,1,0,0,1,1
problem,96,7,8.813654554318277e-05,13.469900122243802,NN,2,"{'NN', 'VBP'}",NN,0,100.80270816148136,problem,problem,problem,68,1.4823927670806083,0.0028520668320612063,0,0,0,1,0,1,0,1,0,0,-1
procedure,5,9,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,procedur,procedur,proc,5,5.247927513443585,0.00042726977791716485,0,0,0,1,0,0,1,0,0,0,1
procession,7,10,6.426623112523744e-06,17.247507700907352,NN,1,{'NN'},NN,0,26.239637567217926,process,process,process,5,5.247927513443585,0.0006802521643333132,0,0,0,0,1,0,1,1,1,0,1
professional,3,12,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,profession,profession,profess,3,5.984893107609792,0.00039341151909572173,0,0,0,0,0,0,1,0,0,1,1
professor,2006,9,0.00184168656624609,9.084756732352776,NNP,11,"{'NNS', 'CD', 'RB', 'NN', 'POS', 'VBN', 'VB', 'PRP', 'VBP', 'JJ', 'NNP'}",NN,0,66.5604015228158,professor,professor,profess,135,0.493040011280117,0.01922360139325098,0,0,0,0,0,0,1,0,0,1,1
progress,31,8,2.846075949831944e-05,15.100666312578083,NN,3,"{'NN', 'VBP', 'VB'}",NN,0,70.0647540023005,progress,progress,progress,23,3.046293652273935,0.00165429213716694,0,1,0,0,1,0,1,0,0,0,1
prohibited,3,10,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'VBN', 'JJ'}",JJ,0,13.139711216661896,prohibit,prohibit,prohibit,2,6.569855608330948,0.0003357580464912214,1,0,1,1,0,1,0,0,0,0,-1
